45,18
73,73
22,64
35,29
26,34
77,15
34,88
65,82
41,13
38,53
95,66
80,32
34,40
92,73
29,10
54,72
82,40
10,1
79,52
40,69
40,45
18,58
62,72
78,43
44,14
2,15
35,85
46,94
54,64
14,98
46,63
27,75
51,29
31,71
5,82
3,25
70,9
10,44
44,94
41,25
96,99
23,67
88,20
24,66
25,9
30,17
83,99
77,30
97,77
1,6
78,74
41,1
97,13
8,86
87,75
72,47
87,89
34,40
11,14
60,3
56,64
47,33
46,82
2,88
71,54
47,28
35,93
74,27
75,1
39,70
2,80
97,75
45,13
17,69
33,23
38,33
7,1
56,66
8,28
52,3
21,7
8,83
49,33
70,73
34,67
96,11
98,17
72,1
44,43
78,11
39,95
51,8
56,52
33,95
75,6
94,76
4,93
25,38
18,59
12,89
76,85
94,4
29,4
22,3
41,70
62,39
8,82
83,16
83,66
5,37
66,1
25,97
71,89
43,92
37,77
36,31
96,95
35,8
17,51
59,8
16,55
45,82
35,48
96,24
39,40
97,11
57,39
76,23
8,20
65,49
11,90
26,55
86,28
4,80
54,97
47,11
66,3
14,40
94,90
13,87
53,79
52,65
90,42
93,35
56,29
7,23
74,57
11,62
14,63
22,84
77,47
10,48
31,24
20,84
68,54
51,92
85,90
22,63
33,85
89,88
34,7
45,53
17,31
87,41
74,82
73,9
82,71
97,54
58,6
14,58
4,6
80,1
2,12
80,73
31,75
67,78
3,39
11,40
13,34
45,96
66,94
66,99
60,61
99,22
58,34
22,1
17,5
22,27
45,37
29,57
9,50
16,87
42,88
52,94
64,83
51,84
8,31
49,65
73,36
52,33
41,36
43,62
18,77
60,33
1,73
85,50
32,49
33,38
88,11
70,89
83,77
61,63
10,91
60,71
34,83
80,20
70,70
57,15
96,79
30,39
29,19
60,23
67,90
46,87
25,81
65,10
69,47
53,81
42,16
51,66
29,25
50,39
45,91
74,47
76,28
6,16
65,78
44,45
24,18
66,94
95,45
30,42
73,16
28,98
50,51
49,98
16,74
88,98
20,83
7,89
79,92
14,22
89,48
1,37
32,72
11,27
85,76
77,73
82,21
71,61
40,92
13,49
83,31
90,46
10,97
47,95
82,17
57,64
19,21
39,25
41,74
90,10
13,47
5,65
77,43
82,39
92,53
82,23
93,94
75,44
8,8
38,69
84,81
38,92
5,50
86,18
53,41
27,99
63,18
86,96
92,73
20,98
60,73
53,45
44,55
11,39
23,1
7,10
34,45
33,32
32,52
13,68
80,42
4,70
22,27
62,78
19,30
31,73
78,88
54,88
64,50
27,10
55,95
13,6
48,89
72,28
51,79
1,41
65,62
22,98
92,74
3,44
48,67
44,47
7,16
76,66
70,93
80,30
91,76
84,45
50,2
2,36
10,74
2,28
75,25
89,84
85,18
58,22
51,46
61,25
46,92
98,56
48,16
88,59
18,70
58,53
64,80
34,85
47,83
11,1
68,72
89,60
69,64
44,42
54,8
50,79
46,81
93,82
14,68
8,58
44,26
32,10
74,96
32,49
24,52
73,57
52,77
34,30
71,55
79,62
87,76
19,96
32,5
28,32
44,2
39,91
65,97
95,20
73,81
56,17
69,48
30,70
26,27
69,14
89,68
37,99
47,89
51,30
46,94
85,29
31,26
9,66
23,43
39,84
50,27
86,75
25,41
47,20
14,16
30,74
52,96
7,67
98,23
39,61
22,68
48,87
3,61
9,91
81,5
85,42
81,97
3,52
23,29
99,41
82,75
72,97
25,60
20,89
54,99
72,98
50,31
67,61
41,73
41,18
64,42
17,95
16,18
19,11
76,4
5,45
14,77
4,85
20,78
46,14
93,6
27,10
28,96
32,47
1,60
69,24
53,47
61,8
3,14
89,85
4,80
3,68
97,13
20,77
23,97
27,59
6,25
35,97
94,52
58,17
95,24
26,11
17,17
97,13
32,96
73,86
69,9
77,46
24,24
81,59
72,24
98,86
17,54
7,41
23,79
62,58
91,81
62,44
19,23
83,60
48,21
81,30
44,45
91,5
65,98
73,79
18,57
23,89
61,32
96,80
51,4
99,14
85,45
81,30
1,49
70,23
69,26
29,98
60,87
1,82
73,17
43,54
32,9
20,15
75,64
12,80
56,81
62,10
72,83
36,69
67,27
33,25
31,12
32,29
77,96
84,29
30,99
34,63
64,53
31,72
46,40
31,61
91,7
76,13
35,21
60,9
69,29
58,30
64,46
17,98
6,21
84,25
94,11
40,48
46,91
70,53
91,49
71,11
94,95
64,16
53,34
4,95
74,31
87,57
